,Unnamed: 0,Title,Description,Link
165,165,Microelectronic Devices and Circuits,"6.012 is the header course for the department’s “Devices, Circuits and Systems” concentration. The topics covered include modeling of microelectronic devices, basic microelectronic circuit analysis and design, physical electronics of semiconductor junction and MOS devices, relation of electrical behavior to internal physical processes, development of circuit models, and understanding the uses and limitations of various models. The course uses incremental and large-signal techniques to analyze and design bipolar and field effect transistor circuits, with examples chosen from digital circuits, single-ended and differential linear amplifiers, and other integrated circuits.",https://ocw.mit.edu/courses/6-012-microelectronic-devices-and-circuits-fall-2009/
166,166,Electric Machines,"This course teaches the principles and analysis of electromechanical systems. Students will develop analytical techniques for predicting device and system interaction characteristics as well as learn to design major classes of electric machines. Problems used in the course are intended to strengthen understanding of the phenomena and interactions in electromechanics, and include examples from current research.",https://ocw.mit.edu/courses/6-685-electric-machines-fall-2013/
167,167,"Fields, Forces and Flows in Biological Systems","This course introduces the basic driving forces for electric current, fluid flow, and mass transport, plus their application to a variety of biological systems. Basic mathematical and engineering tools will be introduced, in the context of biology and physiology. Various electrokinetic phenomena are also considered as an example of coupled nature of chemical-electro-mechanical driving forces. Applications include transport in biological tissues and across membranes, manipulation of cells and biomolecules, and microfluidics.",https://ocw.mit.edu/courses/20-330j-fields-forces-and-flows-in-biological-systems-spring-2007/
168,168,Operating System Engineering,"This course studies fundamental design and implementation ideas in the engineering of operating systems. Lectures are based on a study of UNIX and research papers. Topics include virtual memory, threads, context switches, kernels, interrupts, system calls, interprocess communication, coordination, and the interaction between software and hardware. Individual laboratory assignments involve implementation of a small operating system in C, with some x86 assembly.",https://ocw.mit.edu/courses/6-828-operating-system-engineering-fall-2012/
169,169,Acoustics of Speech and Hearing,,https://ocw.mit.edu/courses/6-551j-acoustics-of-speech-and-hearing-fall-2004/
170,170,"Fields, Forces and Flows in Biological Systems","This course introduces the basic driving forces for electric current, fluid flow, and mass transport, plus their application to a variety of biological systems. Basic mathematical and engineering tools will be introduced, in the context of biology and physiology. Various electrokinetic phenomena are also considered as an example of coupled nature of chemical-electro-mechanical driving forces. Applications include transport in biological tissues and across membranes, manipulation of cells and biomolecules, and microfluidics.",https://ocw.mit.edu/courses/20-330j-fields-forces-and-flows-in-biological-systems-spring-2007/
171,171,"Electromagnetic Fields, Forces, and Motion",,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2005/
172,172,Principles of Digital Communication I,,https://ocw.mit.edu/courses/6-450-principles-of-digital-communication-i-fall-2009/
173,173,Strobe Project Laboratory,"This is a laboratory experience course with a focus on photography, electronic imaging, and light measurement, much of it at short duration. In addition to teaching these techniques, the course provides students with experience working in a laboratory and teaches good work habits and techniques for approaching laboratory work. A major purpose of 6.163 is to provide students with many opportunities to sharpen their communication skills: oral, written, and visual.",https://ocw.mit.edu/courses/6-163-strobe-project-laboratory-fall-2005/
174,174,Introductory Digital Systems Laboratory,"6.111 is reputed to be one of the most demanding classes at MIT, exhausting many students’ time and creativity. The course covers digital design topics such as digital logic, sequential building blocks, finite-state machines, FPGAs, timing and synchronization. The semester begins with lectures and problem sets, to introduce fundamental topics before students embark on lab assignments and ultimately, a digital design project. The students design and implement a final digital project of their choice, in areas such as games, music, digital filters, wireless communications, video, and graphics. The course relies on extensive use of Verilog® for describing and implementing digital logic designs on state-of-the-art FPGA.",https://ocw.mit.edu/courses/6-111-introductory-digital-systems-laboratory-spring-2006/
175,175,Electromagnetic Energy: From Motors to Lasers,,https://ocw.mit.edu/courses/6-007-electromagnetic-energy-from-motors-to-lasers-spring-2011/
176,176,Introduction to C and C++,,https://ocw.mit.edu/courses/6-s096-introduction-to-c-and-c-january-iap-2013/
177,177,NextLab I: Designing Mobile Technologies for the Next Billion Users,,https://ocw.mit.edu/courses/mas-965-nextlab-i-designing-mobile-technologies-for-the-next-billion-users-fall-2008/
178,178,AI 101,"Machine vision. Data wrangling. Reinforcement learning. What do these terms even mean? In AI 101, MIT researcher Brandon Leshchinskiy offers an introduction to artificial intelligence that’s designed specifically for those with little to no background in the subject. The workshop starts with a summary of key concepts in AI, followed by an interactive exercise where participants train their own algorithm. Finally, it closes with a summary of key takeaways and Q/A. All are welcome!",https://ocw.mit.edu/courses/res-6-013-ai-101-fall-2021/
179,179,Physics of Microfabrication: Front End Processing,"This course is offered to graduates and focuses on understanding the fundamental principles of the “front-end” processes used in the fabrication of devices for silicon integrated circuits. This includes advanced physical models and practical aspects of major processes, such as oxidation, diffusion, ion implantation, and epitaxy. Other topics covered include: high performance MOS and bipolar devices including ultra-thin gate oxides, implant-damage enhanced diffusion, advanced metrology, and new materials such as Silicon Germanium (SiGe).",https://ocw.mit.edu/courses/6-774-physics-of-microfabrication-front-end-processing-fall-2004/
180,180,AI 101,"Machine vision. Data wrangling. Reinforcement learning. What do these terms even mean? In AI 101, MIT researcher Brandon Leshchinskiy offers an introduction to artificial intelligence that’s designed specifically for those with little to no background in the subject. The workshop starts with a summary of key concepts in AI, followed by an interactive exercise where participants train their own algorithm. Finally, it closes with a summary of key takeaways and Q/A. All are welcome!",https://ocw.mit.edu/courses/res-6-013-ai-101-fall-2021/
181,181,Development of Inventions and Creative Ideas,,https://ocw.mit.edu/courses/6-931-development-of-inventions-and-creative-ideas-spring-2008/
182,182,Control of Manufacturing Processes (SMA 6303),"This course explores statistical modeling and control in manufacturing processes. Topics include the use of experimental design and response surface modeling to understand manufacturing process physics, as well as defect and parametric yield modeling and optimization. Various forms of process control, including statistical process control, run by run and adaptive control, and real-time feedback control, are covered. Application contexts include semiconductor manufacturing, conventional metal and polymer processing, and emerging micro-nano manufacturing processes.",https://ocw.mit.edu/courses/2-830j-control-of-manufacturing-processes-sma-6303-spring-2008/
183,183,Biomedical Devices Design Laboratory,"This course provides intensive coverage of the theory and practice of electromechanical instrument design with application to biomedical devices. Students will work with MGH doctors to develop new medical products from concept to prototype development and testing. Lectures will present techniques for designing electronic circuits as part of complete sensor systems. Topics covered include: basic electronics circuits, principles of accuracy, op amp circuits, analog signal conditioning, power supplies, microprocessors, wireless communications, sensors, and sensor interface circuits. Labs will cover practical printed circuit board (PCB) design including component selection, PCB layout, assembly, and planning and budgeting for large projects. Problem sets and labs in the first six weeks are in support of the project. Major team-based design, build, and test project in the last six weeks. Student teams will be composed of both electrical engineering and mechanical engineering students.",https://ocw.mit.edu/courses/2-996-biomedical-devices-design-laboratory-fall-2007/
184,184,Analysis and Design of Digital Integrated Circuits,"6.374 examines the device and circuit level optimization of digital building blocks. Topics covered include: MOS device models including Deep Sub-Micron effects; circuit design styles for logic, arithmetic and sequential blocks; estimation and minimization of energy consumption; interconnect models and parasitics; device sizing and logical effort; timing issues (clock skew and jitter) and active clock distribution techniques; memory architectures, circuits (sense amplifiers) and devices; testing of integrated circuits. The course employs extensive use of circuit layout and SPICE in design projects and software labs.",https://ocw.mit.edu/courses/6-374-analysis-and-design-of-digital-integrated-circuits-fall-2003/
185,185,"Molecular, Cellular and Tissue Biomechanics (BE.410J)",,https://ocw.mit.edu/courses/20-410j-molecular-cellular-and-tissue-biomechanics-be-410j-spring-2003/
186,186,Underactuated Robotics,,https://ocw.mit.edu/courses/6-832-underactuated-robotics-spring-2009/
187,187,Effective Programming in C and C++,,https://ocw.mit.edu/courses/6-s096-effective-programming-in-c-and-c-january-iap-2014/
188,188,Optimization Methods,"This course introduces the principal algorithms for linear, network, discrete, nonlinear, dynamic optimization and optimal control. Emphasis is on methodology and the underlying mathematical structures. Topics include the simplex method, network flow methods, branch and bound and cutting plane methods for discrete optimization, optimality conditions for nonlinear optimization, interior point methods for convex optimization, Newton’s method, heuristic methods, and dynamic programming and optimal control methods.",https://ocw.mit.edu/courses/15-093j-optimization-methods-fall-2009/
189,189,Ultrafast Optics,"This course is offered to graduate students and addresses issues regarding ultrafast optics. Topics covered include: Generation, propagation and applications of ultrashort pulses (nano-, pico-, femto-, attosecond pulses); Linear and nonlinear pulse shaping processes: Optical solitons, Pulse compression; Laser principles: Single- and multi-mode laser dynamics, Q-switching, Active and passive mode-locking; Pulse characterization: Autocorrelation, FROG, SPIDER; Noise in mode-locked lasers and its limitations in measurements; Laser amplifiers, optical parametric amplifiers, and oscillators; Applications in research and industry: Pump-probe techniques, Optical imaging, Frequency metrology, Laser ablation, High harmonic generation.",https://ocw.mit.edu/courses/6-977-ultrafast-optics-spring-2005/
190,190,Communications and Information Policy,"This course provides an introduction to the technology and policy context of public communications networks, through critical discussion of current issues in communications policy and their historical roots. The course focuses on underlying rationales and models for government involvement and the complex dynamics introduced by co-evolving technologies, industry structure, and public policy objectives. Cases drawn from cellular, fixed-line, and Internet applications include evolution of spectrum policy and current proposals for reform; the migration to broadband and implications for universal service policies; and property rights associated with digital content. The course lays a foundation for thesis research in this domain.",https://ocw.mit.edu/courses/esd-68j-communications-and-information-policy-spring-2006/
191,191,Submicrometer and Nanometer Technology,,https://ocw.mit.edu/courses/6-781j-submicrometer-and-nanometer-technology-spring-2006/
192,192,Introduction to Convex Optimization,,https://ocw.mit.edu/courses/6-079-introduction-to-convex-optimization-fall-2009/
193,193,Dynamic Programming and Stochastic Control,"The course covers the basic models and solution techniques for problems of sequential decision making under uncertainty (stochastic control). We will consider optimal control of a dynamical system over both a finite and an infinite number of stages. This includes systems with finite or infinite state spaces, as well as perfectly or imperfectly observed systems. We will also discuss approximation methods for problems involving large state spaces. Applications of dynamic programming in a variety of fields will be covered in recitations.",https://ocw.mit.edu/courses/6-231-dynamic-programming-and-stochastic-control-fall-2015/
194,194,Organic Optoelectronics,"The course examines optical and electronic processes in organic molecules and polymers that govern the behavior of practical organic optoelectronic devices. Electronic structure of a single organic molecule is used as a guide to the electronic behavior of organic aggregate structures. Emphasis is placed on the use of organic thin films in active organic devices including organic LEDs, solar cells, photodetectors, transistors, chemical sensors, memory cells, electrochromic devices, as well as xerography and organic non-linear optics. How to reach the ultimate miniaturization limit of molecular electronics and related nanoscale patterning techniques of organic materials will also be discussed. The class encompasses three laboratory sessions during which the students will practice the use of select vacuum and non-vacuum organic deposition techniques by making their own active organic devices.",https://ocw.mit.edu/courses/6-973-organic-optoelectronics-spring-2003/
195,195,Semiconductor Manufacturing,"6.780 covers statistical modeling and the control of semiconductor fabrication processes and plants. Topics covered include: design of experiments, response surface modeling, and process optimization; defect and parametric yield modeling; process/device/circuit yield optimization; monitoring, diagnosis, and feedback control of equipment and processes; and analysis and scheduling of semiconductor manufacturing operations.",https://ocw.mit.edu/courses/6-780-semiconductor-manufacturing-spring-2003/
196,196,Complex Digital Systems,"This course is offered to graduates and is a project-oriented course to teach new methodologies for designing multi-million-gate CMOS VLSI chips using high-level synthesis tools in conjunction with standard commercial EDA tools. The emphasis is on modular and robust designs, reusable modules, correctness by construction, architectural exploration, and meeting the area, timing, and power constraints within standard cell and FPGA frameworks.",https://ocw.mit.edu/courses/6-884-complex-digital-systems-spring-2005/
197,197,"Patents, Copyrights, and the Law of Intellectual Property","This course is an intensive introduction to the U.S. law of intellectual property with major emphasis on patents, including what can be patented, the process of patent application, and the remedies for patent infringement.",https://ocw.mit.edu/courses/15-628j-patents-copyrights-and-the-law-of-intellectual-property-spring-2013/
198,198,Engineering Risk-Benefit Analysis,"ERBA (ESD.72) emphasizes three methodologies - reliability and probabilistic risk assessment (RPRA), decision analysis (DA), and cost-benefit analysis (CBA). In this class, the issues of interest are: the risks associated with large engineering projects such as nuclear power reactors, the International Space Station, and critical infrastructures; the development of new products; the design of processes and operations with environmental externalities; and infrastructure renewal projects.",https://ocw.mit.edu/courses/esd-72-engineering-risk-benefit-analysis-spring-2007/
199,199,Automatic Speech Recognition,"6.345 introduces students to the rapidly developing field of automatic speech recognition. Its content is divided into three parts. Part I deals with background material in the acoustic theory of speech production, acoustic-phonetics, and signal representation. Part II describes algorithmic aspects of speech recognition systems including pattern classification, search algorithms, stochastic modelling, and language modelling techniques. Part III compares and contrasts the various approaches to speech recognition, and describes advanced techniques used for acoustic-phonetic modelling, robust speech recognition, speaker adaptation, processing paralinguistic information, speech understanding, and multimodal processing.",https://ocw.mit.edu/courses/6-345-automatic-speech-recognition-spring-2003/
200,200,Organic Optoelectronics,"The course examines optical and electronic processes in organic molecules and polymers that govern the behavior of practical organic optoelectronic devices. Electronic structure of a single organic molecule is used as a guide to the electronic behavior of organic aggregate structures. Emphasis is placed on the use of organic thin films in active organic devices including organic LEDs, solar cells, photodetectors, transistors, chemical sensors, memory cells, electrochromic devices, as well as xerography and organic non-linear optics. How to reach the ultimate miniaturization limit of molecular electronics and related nanoscale patterning techniques of organic materials will also be discussed. The class encompasses three laboratory sessions during which the students will practice the use of select vacuum and non-vacuum organic deposition techniques by making their own active organic devices.",https://ocw.mit.edu/courses/6-973-organic-optoelectronics-spring-2003/
201,201,Complex Digital Systems,"This course is offered to graduates and is a project-oriented course to teach new methodologies for designing multi-million-gate CMOS VLSI chips using high-level synthesis tools in conjunction with standard commercial EDA tools. The emphasis is on modular and robust designs, reusable modules, correctness by construction, architectural exploration, and meeting the area, timing, and power constraints within standard cell and FPGA frameworks.",https://ocw.mit.edu/courses/6-884-complex-digital-systems-spring-2005/
202,202,Speech Communication,"6.541J surveys the structural properties of natural languages, with special emphasis on the sound pattern. Topics covered include: representation of the lexicon; physiology of speech production; articulatory phonetics; acoustical theory of speech production; acoustical and articulatory descriptions of phonetic features and of prosodic aspects of speech; perception of speech; models of lexical access and of speech production and planning; and applications to recognition and generation of speech by machine, and to the study of speech disorders.",https://ocw.mit.edu/courses/6-541j-speech-communication-spring-2004/
203,203,"Patents, Copyrights, and the Law of Intellectual Property","This course is an intensive introduction to the U.S. law of intellectual property with major emphasis on patents, including what can be patented, the process of patent application, and the remedies for patent infringement.",https://ocw.mit.edu/courses/15-628j-patents-copyrights-and-the-law-of-intellectual-property-spring-2013/
204,204,Multicore Programming Primer,,https://ocw.mit.edu/courses/6-189-multicore-programming-primer-january-iap-2007/
205,205,"Geometric Folding Algorithms: Linkages, Origami, Polyhedra",,https://ocw.mit.edu/courses/6-849-geometric-folding-algorithms-linkages-origami-polyhedra-fall-2012/
206,206,Micro/Nano Processing Technology,"This course introduces the theory and technology of micro/nano fabrication. Lectures and laboratory sessions focus on basic processing techniques such as diffusion, oxidation, photolithography, chemical vapor deposition, and more. Through team lab assignments, students are expected to gain an understanding of these processing techniques, and how they are applied in concert to device fabrication. Students enrolled in this course have a unique opportunity to fashion and test micro/nano-devices, using modern techniques and technology.",https://ocw.mit.edu/courses/6-152j-micro-nano-processing-technology-fall-2005/
207,207,Introduction to MATLAB,"This is an accelerated introduction to MATLAB® and its popular toolboxes. Lectures are interactive, with students conducting sample MATLAB problems in real time. The course includes problem-based MATLAB assignments. Students must provide their own laptop and software. This is great preparation for classes that use MATLAB.",https://ocw.mit.edu/courses/6-057-introduction-to-matlab-january-iap-2019/
208,208,Principles and Practice of Assistive Technology,"6.811: Principles and Practice of Assistive Technology (PPAT) is an interdisciplinary, project-based course, centered around a design project in which small teams of students work closely with a person with a disability in the Cambridge area to design a device, piece of equipment, app, or other solution that helps them live more independently.",https://ocw.mit.edu/courses/6-811-principles-and-practice-of-assistive-technology-fall-2014/
209,209,Elements of Software Construction,"This course provides an introduction to the fundamental principles and techniques of software development that have greatest impact on practice. Topics include capturing the essence of a problem by recognizing and inventing suitable abstractions; key paradigms, including state machines, functional programming, and object-oriented programming; use of design patterns to bridge gap between models and code; the role of interfaces and specification in achieving modularity and decoupling; reasoning about code using invariants; testing, test-case generation and coverage; and essentials of programming with objects, functions, and abstract types. The course includes exercises in modeling, design, implementation and reasoning.",https://ocw.mit.edu/courses/6-005-elements-of-software-construction-fall-2008/
210,210,Laboratory in Software Engineering,,https://ocw.mit.edu/courses/6-170-laboratory-in-software-engineering-fall-2005/
211,211,Mobile Autonomous Systems Laboratory,,https://ocw.mit.edu/courses/6-186-mobile-autonomous-systems-laboratory-january-iap-2005/
212,212,Dynamic Systems and Control,,https://ocw.mit.edu/courses/6-241j-dynamic-systems-and-control-spring-2011/
213,213,Cognitive Robotics,"This is a class about applying autonomy to real-world systems. The overarching theme uniting the many different topics in this course will center around programming a cognitive robotic. This class takes the approach of introducing new reasoning techniques and ideas incrementally. We start with the current paradigm of programming you’re likely familiar with, and evolve it over the semester—continually adding in new features and reasoning capabilities—ending with a robust, intelligent system. These techniques and topics will include algorithms for allowing a robot to: Monitor itself for potential problems (both observable and hidden), scheduling tasks in time, coming up with novel plans to achieve desired goals over time, dealing with the continuous world, collaborating with other (autonomous) agents, dealing with risk, and more.",https://ocw.mit.edu/courses/16-412j-cognitive-robotics-spring-2016/
214,214,Program Analysis,"6.883 is a graduate seminar that investigates a variety of program analysis techniques that address software engineering tasks. Static analysis topics include abstract interpretation (dataflow), type systems, model checking, decision procedures (SAT, BDDs), theorem-proving. Dynamic analysis topics include testing, fault isolation (debugging), model inference, and visualization. While the course focuses on the design and implementation of programming tools, the material will be useful to anyone who wishes to improve his or her programming or understand the state of the art. Students are expected to read classic and current technical papers, actively participate in class discussion, perform small exercises that provide experience with a variety of tools, and complete a team research project.",https://ocw.mit.edu/courses/6-883-program-analysis-fall-2005/
215,215,"Introduction to Communication, Control, and Signal Processing","This course examines signals, systems and inference as unifying themes in communication, control and signal processing. Topics include input-output and state-space models of linear systems driven by deterministic and random signals; time- and transform-domain representations in discrete and continuous time; group delay; state feedback and observers; probabilistic models; stochastic processes, correlation functions, power spectra, spectral factorization; least-mean square error estimation; Wiener filtering; hypothesis testing; detection; matched filters.",https://ocw.mit.edu/courses/6-011-introduction-to-communication-control-and-signal-processing-spring-2010/
216,216,"Molecular, Cellular, and Tissue Biomechanics","This course develops and applies scaling laws and the methods of continuum and statistical mechanics to biomechanical phenomena over a range of length scales, from molecular to cellular to tissue or organ level.",https://ocw.mit.edu/courses/20-310j-molecular-cellular-and-tissue-biomechanics-spring-2015/
217,217,Machine Vision,"This course is an introduction to the process of generating a symbolic description of the environment from an image. It covers the physics of image formation, image analysis, binary image processing, and filtering. Machine vision has applications in robotics and the intelligent interaction of machines with their environment. Students taking the graduate version complete additional assignments.",https://ocw.mit.edu/courses/6-801-machine-vision-fall-2020/
218,218,Information Theory,"This is a graduate-level introduction to mathematics of information theory. We will cover both classical and modern topics, including information entropy, lossless data compression, binary hypothesis testing, channel coding, and lossy data compression.",https://ocw.mit.edu/courses/6-441-information-theory-spring-2016/
219,219,Design and Fabrication of Microelectromechanical Devices,"6.777J / 2.372J is an introduction to microsystem design. Topics covered include: material properties, microfabrication technologies, structural behavior, sensing methods, fluid flow, microscale transport, noise, and amplifiers feedback systems. Student teams design microsystems (sensors, actuators, and sensing/control systems) of a variety of types, (e.g., optical MEMS, bioMEMS, inertial sensors) to meet a set of performance specifications (e.g., sensitivity, signal-to-noise) using a realistic microfabrication process. There is an emphasis on modeling and simulation in the design process. Prior fabrication experience is desirable. The course is worth 4 Engineering Design Points.",https://ocw.mit.edu/courses/6-777j-design-and-fabrication-of-microelectromechanical-devices-spring-2007/
220,220,"Molecular, Cellular, and Tissue Biomechanics","This course develops and applies scaling laws and the methods of continuum and statistical mechanics to biomechanical phenomena over a range of length scales, from molecular to cellular to tissue or organ level.",https://ocw.mit.edu/courses/20-310j-molecular-cellular-and-tissue-biomechanics-spring-2015/
221,221,Information Theory,"This is a graduate-level introduction to mathematics of information theory. We will cover both classical and modern topics, including information entropy, lossless data compression, binary hypothesis testing, channel coding, and lossy data compression.",https://ocw.mit.edu/courses/6-441-information-theory-spring-2016/
222,222,Nonlinear Programming,"This course introduces students to the fundamentals of nonlinear optimization theory and methods. Topics include unconstrained and constrained optimization, linear and quadratic programming, Lagrange and conic duality theory, interior-point algorithms and theory, Lagrangian relaxation, generalized programming, and semi-definite programming. Algorithmic methods used in the class include steepest descent, Newton’s method, conditional gradient and subgradient optimization, interior-point methods and penalty and barrier methods.",https://ocw.mit.edu/courses/15-084j-nonlinear-programming-spring-2004/
223,223,Engineering Innovation and Design,"Learn to produce great designs, be a more effective engineer, and communicate with high emotional and intellectual impact. This project based course gives students the ability to understand, contextualize, and analyze engineering designs and systems. By learning and applying design thinking, students will more effectively solve problems in any domain. Lectures focus on teaching a tested, iterative design process as well as techniques to sharpen creative analysis. Guest lectures from all disciplines illustrate different approaches to design thinking. This course develops students’ skills to conceive, organize, lead, implement, and evaluate successful projects in any engineering discipline. Additionally, students learn how to give compelling in-person presentations. Open to all majors, all years.",https://ocw.mit.edu/courses/esd-051j-engineering-innovation-and-design-fall-2012/
224,224,Creating Video Games,"CMS.611J / 6.073 Creating Video Games is a class that introduces students to the complexities of working in small, multidisciplinary teams to develop video games. Students will learn creative design and production methods, working together in small teams to design, develop, and thoroughly test their own original digital games. Design iteration across all aspects of video game development (game design, audio design, visual aesthetics, fiction and programming) will be stressed. Students will also be required to focus test their games, and will need to support and challenge their game design decisions with appropriate focus testing and data analysis.",https://ocw.mit.edu/courses/cms-611j-creating-video-games-fall-2014/
225,225,Fundamentals of Photonics: Quantum Electronics,"This course explores the fundamentals of optical and optoelectronic phenomena and devices based on classical and quantum properties of radiation and matter culminating in lasers and applications. Fundamentals include: Maxwell’s electromagnetic waves, resonators and beams, classical ray optics and optical systems, quantum theory of light, matter and its interaction, classical and quantum noise, lasers and laser dynamics, continuous wave and short pulse generation, light modulation; examples from integrated optics and semiconductor optoelectronics and nonlinear optics.",https://ocw.mit.edu/courses/6-974-fundamentals-of-photonics-quantum-electronics-spring-2006/
226,226,Integer Programming and Combinatorial Optimization,"The course is a comprehensive introduction to the theory, algorithms and applications of integer optimization and is organized in four parts: formulations and relaxations, algebra and geometry of integer optimization, algorithms for integer optimization, and extensions of integer optimization.",https://ocw.mit.edu/courses/15-083j-integer-programming-and-combinatorial-optimization-fall-2009/
227,227,Introduction to Deep Learning,"This is MIT’s introductory course on deep learning methods with applications to computer vision, natural language processing, biology, and more! Students will gain foundational knowledge of deep learning algorithms and get practical experience in building neural networks in TensorFlow. Course concludes with a project proposal competition with feedback from staff and panel of industry sponsors. Prerequisites assume calculus (i.e. taking derivatives) and linear algebra (i.e. matrix multiplication), and we’ll try to explain everything else along the way! Experience in Python is helpful but not necessary.",https://ocw.mit.edu/courses/6-s191-introduction-to-deep-learning-january-iap-2020/
228,228,Java Preparation for 6.170,"This course focuses on introducing the language, libraries, tools and concepts of Javaᵀᴹ. The course is specifically targeted at students who intend to take 6.170 in the following term and feel they would struggle because they lack the necessary background. Topics include: Object-oriented programming, primitives, arrays, objects, inheritance, interfaces, polymorphism, hashing, data structures, collections, nested classes, floating point precision, defensive programming, and depth-first search algorithm.",https://ocw.mit.edu/courses/6-092-java-preparation-for-6-170-january-iap-2006/
229,229,"Engineering, Economics and Regulation of the Electric Power Sector","The course presents an in-depth interdisciplinary perspective of electric power systems, with regulation providing the link among the engineering, economic, legal and environmental viewpoints. Generation dispatch, demand response, optimal network flows, risk allocation, reliability of service, renewable energy sources, ancillary services, tariff design, distributed generation, rural electrification, environmental impacts and strategic sustainability issues will be among the topics addressed under both traditional and competitive regulatory frameworks.",https://ocw.mit.edu/courses/ids-505j-engineering-economics-and-regulation-of-the-electric-power-sector-spring-2010/
230,230,Programming Languages,"6.821 teaches the principles of functional, imperative, and logic programming languages. Topics covered include: meta-circular interpreters, semantics (operational and denotational), type systems (polymorphism, inference, and abstract types), object oriented programming, modules, and multiprocessing. The course involves substantial programming assignments and problem sets as well as a significant amount of reading. The course uses the Scheme+ programming language for all of its assignments.",https://ocw.mit.edu/courses/6-821-programming-languages-fall-2002/
231,231,"Engineering, Economics and Regulation of the Electric Power Sector","The course presents an in-depth interdisciplinary perspective of electric power systems, with regulation providing the link among the engineering, economic, legal and environmental viewpoints. Generation dispatch, demand response, optimal network flows, risk allocation, reliability of service, renewable energy sources, ancillary services, tariff design, distributed generation, rural electrification, environmental impacts and strategic sustainability issues will be among the topics addressed under both traditional and competitive regulatory frameworks.",https://ocw.mit.edu/courses/ids-505j-engineering-economics-and-regulation-of-the-electric-power-sector-spring-2010/
232,232,Performance Engineering of Software Systems,"6.172 is an 18-unit class that provides a hands-on, project-based introduction to building scalable and high-performance software systems. Topics include performance analysis, algorithmic techniques for high performance, instruction-level optimizations, caching optimizations, parallel programming, and building scalable systems. The course programming language is C.",https://ocw.mit.edu/courses/6-172-performance-engineering-of-software-systems-fall-2018/
233,233,Introduction to C++,,https://ocw.mit.edu/courses/6-096-introduction-to-c-january-iap-2011/
234,234,Networks,,https://ocw.mit.edu/courses/14-15-networks-spring-2022/
235,235,Signals and Systems,"6.003 covers the fundamentals of signal and system analysis, focusing on representations of discrete-time and continuous-time signals (singularity functions, complex exponentials and geometrics, Fourier representations, Laplace and Z transforms, sampling) and representations of linear, time-invariant systems (difference and differential equations, block diagrams, system functions, poles and zeros, convolution, impulse and step responses, frequency responses). Applications are drawn broadly from engineering and physics, including feedback and control, communications, and signal processing.",https://ocw.mit.edu/courses/6-003-signals-and-systems-fall-2011/
236,236,Biomedical Signal and Image Processing,"This course presents the fundamentals of digital signal processing with particular emphasis on problems in biomedical research and clinical medicine. It covers principles and algorithms for processing both deterministic and random signals. Topics include data acquisition, imaging, filtering, coding, feature extraction, and modeling. The focus of the course is a series of labs that provide practical experience in processing physiological data, with examples from cardiology, speech processing, and medical imaging. The labs are done in MATLAB® during weekly lab sessions that take place in an electronic classroom. Lectures cover signal processing topics relevant to the lab exercises, as well as background on the biological signals processed in the labs.",https://ocw.mit.edu/courses/hst-582j-biomedical-signal-and-image-processing-spring-2007/
237,237,Principles of Digital Communications I,,https://ocw.mit.edu/courses/6-450-principles-of-digital-communications-i-fall-2006/
238,238,Microelectronic Devices and Circuits,"6.012 is the header course for the department’s “Devices, Circuits and Systems” concentration. The topics covered include: modeling of microelectronic devices, basic microelectronic circuit analysis and design, physical electronics of semiconductor junction and MOS devices, relation of electrical behavior to internal physical processes, development of circuit models, and understanding the uses and limitations of various models. The course uses incremental and large-signal techniques to analyze and design bipolar and field effect transistor circuits, with examples chosen from digital circuits, single-ended and differential linear amplifiers, and other integrated circuits. This course is 12 units and is worth 4 Engineering Design Points.",https://ocw.mit.edu/courses/6-012-microelectronic-devices-and-circuits-fall-2005/
239,239,Discrete Stochastic Processes,"Discrete stochastic processes are essentially probabilistic systems that evolve in time via random changes occurring at discrete fixed or random intervals. This course aims to help students acquire both the mathematical principles and the intuition necessary to create, analyze, and understand insightful models for a broad range of these processes. The range of areas for which discrete stochastic-process models are useful is constantly expanding, and includes many applications in engineering, physics, biology, operations research and finance.",https://ocw.mit.edu/courses/6-262-discrete-stochastic-processes-spring-2011/
240,240,Communication System Design,"This course presents a top-down approach to communications system design. The course will cover communication theory, algorithms and implementation architectures for essential blocks in modern physical-layer communication systems (coders and decoders, filters, multi-tone modulation, synchronization sub-systems). The course is hands-on, with a project component serving as a vehicle for study of different communication techniques, architectures and implementations. This year, the project is focused on WLAN transceivers. At the end of the course, students will have gone through the complete WLAN System-On-a-Chip design process, from communication theory, through algorithm and architecture all the way to the synthesized standard-cell RTL chip representation.",https://ocw.mit.edu/courses/6-973-communication-system-design-spring-2006/
241,241,Software Construction,,https://ocw.mit.edu/courses/6-005-software-construction-spring-2016/
242,242,Principles of Digital Communication II,,https://ocw.mit.edu/courses/6-451-principles-of-digital-communication-ii-spring-2005/
243,243,Underactuated Robotics,,https://ocw.mit.edu/courses/6-832-underactuated-robotics-spring-2022/
244,244,The Battlecode Programming Competition,,https://ocw.mit.edu/courses/6-370-the-battlecode-programming-competition-january-iap-2013/
