,Title,Description,Link
88,Play It Safe: Manage Security Risks,"This is the second course in the Google Cybersecurity Certificate. These courses will equip you with the skills you need to apply for an entry-level cybersecurity job. You’ll build on your understanding of the topics that were introduced in the first Google Cybersecurity Certificate course. In this course, you will take a deeper dive into concepts introduced in the first course, with an emphasis on how cybersecurity professionals use frameworks and controls to protect business operations. In particular, you'll identify the steps of risk management and explore common threats, risks, and vulnerabilities. Additionally, you'll explore Security Information and Event Management (SIEM) data and use a playbook to respond to identified threats, risks, and vulnerabilities. Finally, you will take an important step towards becoming a cybersecurity professional and practice performing a security audit.

Google employees who currently work in cybersecurity will guide you through videos, provide hands-on activities and examples that simulate common cybersecurity tasks, and help you build your skills to prepare for jobs. 

Learners who complete this certificate will be equipped to apply for entry-level cybersecurity roles. No previous experience is necessary.

By the end of this course, you will: 
- Identify the common threats, risks, and vulnerabilities to business operations.
- Understand the threats, risks, and vulnerabilities that entry-level cybersecurity analysts are most focused on.
- Comprehend the purpose of security frameworks and controls.
- Describe the confidentiality, integrity, and availability (CIA) triad.
- Explain the National Institute of Standards and Technology (NIST) framework.
- Explore and practice conducting a security audit.
- Use a playbook to respond to threats, risks, and vulnerabilities.",https://www.coursera.org/learn/manage-security-risks
89,"Start the UX Design Process: Empathize, Define, and Ideate","Start the UX Design Process: Empathize, Define, Ideate is the second course in a certificate program that will equip you with the skills needed to apply to entry-level jobs in user experience (UX) design. In this course, you’ll complete the first phases of the design process for a project that you’ll be able to include in your portfolio. You will learn how to empathize with users and understand their pain points, define user needs using problem statements, and come up with lots of ideas for solutions to those user problems.  Current UX designers and researchers at Google will serve as your instructors, and you will complete hands-on activities that simulate real-world UX design scenarios.

Learners who complete the seven courses in this certificate program should be equipped to apply for entry-level jobs as UX designers. No previous experience is necessary.

By the end of this course, you will be able to:
   - Empathize with users to understand their needs and pain points.
   - Create empathy maps, personas, user stories, and user journey maps to understand user needs.
   - Develop problem statements to define user needs. 
   - Generate ideas for possible solutions to user problems. 
   - Conduct competitive audits.
   - Start designing a mobile app, a new project to include in your professional UX portfolio.",https://www.coursera.org/learn/start-ux-design-process
90,Tools of the Trade: Linux and SQL,"This is the fourth course in the Google Cybersecurity Certificate. These courses will equip you with the skills you need to apply for an entry-level cybersecurity job. You’ll build on your understanding of the topics that were introduced in the third Google Cybersecurity Certificate course. In this course, you will explore computing skills that you’ll use on-the-job as a cybersecurity analyst. First, you'll practice using Linux, an operating system commonly used by cybersecurity professionals. For example, you'll use the Linux command line through the Bash shell to navigate and manage the file system and authenticate users. Then, you'll use SQL to communicate with a database. 

Google employees who currently work in cybersecurity will guide you through videos, provide hands-on activities and examples that simulate common cybersecurity tasks, and help you build your skills to prepare for jobs. 

Learners who complete this certificate will be equipped to apply for entry-level cybersecurity roles. No previous experience is necessary.

By the end of this course, you will: 
- Explain the relationship between operating systems, applications, and hardware.
- Compare a graphical user interface to a command line interface.
- Identify the unique features of common Linux distributions.
- Navigate and manage the file system using Linux commands via the Bash shell.
- Use Linux commands via the Bash shell to authenticate and authorize users.
- Describe how a relational database is organized.
- Use SQL to retrieve information from a database.
- Apply filters to SQL queries and use joins to combine multiple tables.",https://www.coursera.org/learn/linux-and-sql
91,Linear Algebra for Machine Learning and Data Science,"Newly updated for 2024!  After completing this course, learners will be able to:

• Represent data as vectors and matrices and identify their properties using concepts of singularity, rank, and linear independence, etc.
• Apply common vector and matrix algebra operations like dot product, inverse, and determinants 
• Express certain types of matrix operations as linear transformations 
• Apply concepts of eigenvalues and eigenvectors to machine learning problems

Mathematics for Machine Learning and Data science is a foundational online program created in by DeepLearning.AI and taught by Luis Serrano. This beginner-friendly program is where you’ll master the fundamental mathematics toolkit of machine learning.

Many machine learning engineers and data scientists need help with mathematics, and even experienced practitioners can feel held back by a lack of math skills. This Specialization uses innovative pedagogy in mathematics to help you learn quickly and intuitively, with courses that use easy-to-follow plugins and visualizations to help you see how the math behind machine learning actually works. 

Upon completion, you’ll understand the mathematics behind all the most common algorithms and data analysis techniques — plus the know-how to incorporate them into your machine learning career.

This is a beginner-friendly program, with a recommended background of at least high school mathematics (functions, basic algebra). We also recommend a basic familiarity with Python (loops, functions, if/else statements, lists/dictionaries, importing libraries), as labs use Python and Jupyter Notebooks to demonstrate learning objectives in the environment where they’re most applicable to machine learning and data science. If you are already familiar with the concepts of linear algebra, Course 1 will provide a good review, or you can choose to take Course 2: Calculus for Machine Learning and Data Science and Course 3: Probability and Statistics for Machine Learning and Data Science, of this specialization.",https://www.coursera.org/learn/machine-learning-linear-algebra
92,Build Wireframes and Low-Fidelity Prototypes,"Build Wireframes and Low-Fidelity Prototypes is the third course in a certificate program that will equip you with the skills you need to apply to entry-level jobs in user experience (UX) design. In this course, you’ll continue to design a mobile app for your professional UX portfolio. You’ll start by creating storyboards and getting familiar with the basics of drawing. Then, you'll create paper wireframes and digital wireframes using the design tool Figma. You’ll also create a paper prototype and a digital low-fidelity prototype in Figma.  Current UX designers and researchers at Google will serve as your instructors, and you will complete hands-on activities that simulate real-world UX design scenarios. Learners who complete the seven courses in this certificate program should be equipped to apply for entry-level jobs as UX designers.

By the end of this course, you will be able to:
   - Develop a goal statement. 
   - Create two types of storyboards: big picture and close-up. 
   - Understand the difference between low-fidelity and high-fidelity design. 
   - Apply the basics of drawing. 
   - Apply the principles of information architecture to organize a mobile app. 
   - Create paper wireframes for a mobile app design. 
   - Develop digital wireframes in the design tool Figma. 
   - Build a paper prototype to add interactivity to designs. 
   - Design a low-fidelity prototype in Figma. 
   - Recognize implicit bias and deceptive patterns in design. 
   - Continue to design a mobile app to include in your professional portfolio. 

To be successful in this course, you should complete the previous two courses in this certificate program, or have an ability to conduct user research to inform the creation of empathy maps, personas, user stories, user journey maps, problem statements, and value propositions. You will also need paper and a pen or pencil.",https://www.coursera.org/learn/wireframes-low-fidelity-prototypes
93,Automate Cybersecurity Tasks with Python,"This is the seventh course in the Google Cybersecurity Certificate. These courses will equip you with the skills you need to apply for an entry-level cybersecurity job. You’ll build on your understanding of the topics that were introduced in the sixth Google Cybersecurity Certificate course. In this course, you will be introduced to the Python programming language and apply it in a cybersecurity setting to automate tasks. You'll start by focusing on foundational Python programming concepts, including data types, variables, conditional statements, and iterative statements. You'll also learn to work with Python effectively by developing functions, using libraries and modules, and making your code readable. In addition, you'll work with string and list data, and learn how to import, parse and debug files.  

Google employees who currently work in cybersecurity will guide you through videos, provide hands-on activities and examples that simulate common cybersecurity tasks, and help you build your skills to prepare for jobs. 

Learners who complete this certificate will be equipped to apply for entry-level cybersecurity roles. No previous experience is necessary.

By the end of this course, you will: 
- Explain how the Python programming language is used in cybersecurity.
- Write conditional and iterative statements in Python.
- Create new, user-defined Python functions.
- Use Python to work with strings and lists.
- Use regular expressions to extract information from text.
- Use Python to open and read the contents of a file.
- Identify best practices to improve code readability.
- Practice debugging code.",https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python
94,Introduction to Front-End Development,"Welcome to Introduction to Front-End Development, the first course in the Meta Front-End Developer program.   This course is a good place to start if you want to become a web developer. You will learn about the day-to-day responsibilities of a web developer and get a general understanding of the core and underlying technologies that power the internet. You will learn how front-end developers create websites and applications that work well and are easy to maintain. 

You’ll be introduced to the core web development technologies like HTML and CSS and get opportunities to practice using them. You will also be introduced to modern UI frameworks such as Bootstrap and React that make it easy to create interactive user experiences. 

By the end of the course, you will be able to: 
- Describe the front-end developer role 
- Explain the core and underlying technologies that power the internet 
- Use HTML to create a simple webpage 
- Use CSS to control the appearance of a simple webpage 
- Explain what React is 
- Describe the applications and characteristics of the most popular UI frameworks 

For the final project in this course, you will create and edit a webpage using HTML and the Bootstrap CSS framework. Using a responsive layout grid, you will construct a responsive webpage containing text and images that looks great on any size screen. 

This is a beginner course intended for learners eager to learn the fundamentals of web development. To succeed in this course, you do not need prior web development experience, only basic internet navigation skills and an eagerness to get started with coding.",https://www.coursera.org/learn/introduction-to-front-end-development
95,Create High-Fidelity Designs and Prototypes in Figma,"Create High-Fidelity Designs and Prototypes in Figma is the fifth course in a certificate program that will equip you with the skills you need to apply to entry-level jobs in user experience (UX) design. In this course, you will follow step-by-step tutorials to learn how to create high-fidelity designs, called mockups, in Figma, a popular design tool. Then, you’ll turn those designs into an interactive prototype that works like a finished product. You’ll conduct research to collect feedback about your designs and make improvements. Finally, you’ll learn how to share your designs with development teams and highlight your work in your professional UX portfolio. Current UX designers and researchers at Google will serve as your instructors, and you will complete hands-on activities that simulate real-world UX design scenarios. Learners who complete the seven courses in this certificate program should be equipped to apply for entry-level jobs as UX designers. 

By the end of this course, you will be able to:
   - Build mockups and high-fidelity prototypes in Figma.
   - Define and apply common visual design elements and principles.
   - Demonstrate how design systems can be used to organize, standardize, and enhance designs.
   - Understand the role of design critique sessions and feedback while iterating on designs. 
   - Learn how to hand off finished design projects to engineering teams. 
   - Complete mobile app designs to include in a professional UX portfolio. 

This course is suitable for beginner-level UX designers who have completed the previous four courses of the Google UX Design Certificate. Alternatively, learners who have not completed the previous courses should have a strong understanding of the design process, how to create low-fidelity designs on paper and in Figma, and how to conduct usability studies.",https://www.coursera.org/learn/high-fidelity-designs-prototype
96,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning","If you are a software developer who wants to build scalable AI-powered algorithms, you need to understand how to use the tools to build them. This course is part of the upcoming Machine Learning in Tensorflow Specialization and will teach you best practices for using TensorFlow, a popular open-source framework for machine learning.  The Machine Learning course and Deep Learning Specialization from Andrew Ng teach the most important and foundational principles of Machine Learning and Deep Learning. This new deeplearning.ai TensorFlow Specialization teaches you how to use TensorFlow to implement those principles so that you can start building and applying scalable models to real-world problems. To develop a deeper understanding of how neural networks work, we recommend that you take the Deep Learning Specialization.",https://www.coursera.org/learn/introduction-tensorflow
97,Build Dynamic User Interfaces (UI) for Websites,"Build Dynamic User Interfaces (UI) for Websites is the sixth course in a program that will equip you with the skills you need to apply to entry-level jobs in user experience (UX) design. In this course, you will plan a design for a website, create wireframes and prototypes, and test your designs to get feedback. Additionally, you will learn about engaging in design critique sessions and how to give and receive feedback. By the end of this course, you will have a new design project to include in your professional UX portfolio. In addition, you’ll learn how to search for entry-level UX design jobs, create a resume that highlights your skills and accomplishments, and build your professional portfolio website.  Current UX designers and researchers at Google will serve as your instructors, and you will complete hands-on activities that simulate real-world UX design scenarios. Learners who complete the seven courses in this certificate program should be equipped to apply for entry-level jobs as UX designers.

By the end of this course, you will be able to:
   - Apply each step of the UX design thinking framework (empathize, define, ideate, prototype, test) to create a responsive website.
   - Plan information architecture and create sitemaps for website designs. 
   - Apply common layouts for web pages. 
   - Plan and conduct a usability study to gather feedback about designs. 
   - Iterate on designs based on research insights. 
   - Work with design systems.
   - Add a new design project to your professional UX portfolio. 
   - [Optional] Create or update a UX-focused resume. 
   - [Optional] Learn how to search for and apply to introductory-level jobs in the field of UX.

This course is suitable for beginner-level UX designers who have completed the previous five courses of the Google UX Design Certificate. Alternatively, learners need to have a strong foundational understanding of the design process; experience creating wireframes, mockups, and prototypes; and the ability to conduct usability studies. No previous experience with Figma is required.",https://www.coursera.org/learn/responsive-web-design-adobe-xd
98,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),"What you’ll achieve: In this project-centered course* you will build a modern computer system, from the ground up. We’ll divide this fascinating journey into six hands-on projects that will take you from constructing elementary logic gates all the way through creating a fully functioning general purpose computer. In the process, you will learn - in the most direct and constructive way - how computers work, and how they are designed.

What you’ll need:
This is a self-contained course: all the knowledge necessary to succeed in the course and build the computer system will be given as part of the learning experience. Therefore, we assume no previous computer science or engineering knowledge, and all learners are welcome aboard. You will need no physical materials, since you will build the computer on your own PC, using a software-based hardware simulator, just like real computers are designed by computer engineers in the field. The hardware simulator, as well as other software tools, will be supplied freely after you enroll in the course.

Course format:
The course consists of six modules, each comprising a series of video lectures, and a project. You will need about 2-3 hours to watch each module's lectures, and about 5-10 hours to complete each one of the six projects. The course can be completed in six weeks, but you are welcome to take it at your own pace. You can watch a TED talk about this course by Googling ""nand2tetris TED talk"".

*About Project-Centered Courses: Project-centered courses are designed to help you complete a personally meaningful real-world project, with your instructor and a community of learners with similar goals providing guidance and suggestions along the way. By actively applying new concepts as you learn, you’ll master the course content more efficiently; you’ll also get a head start on using the skills you gain to make positive changes in your life and career. When you complete the course, you’ll have a finished project that you’ll be proud to use and share.",https://www.coursera.org/learn/build-a-computer
99,Probability & Statistics for Machine Learning & Data Science,"Mathematics for Machine Learning and Data science is a foundational online program created by DeepLearning.AI and taught by Luis Serrano. This beginner-friendly program is where you’ll master the fundamental mathematics toolkit of machine learning. After completing this course, learners will be able to:

•  Describe and quantify the uncertainty inherent in predictions made by machine learning models, using the concepts of probability, random variables, and probability distributions.
•  Visually and intuitively understand the properties of commonly used probability distributions in machine learning and data science like Bernoulli, Binomial, and Gaussian distributions
•  Apply common statistical methods like maximum likelihood estimation (MLE) and maximum a priori estimation (MAP) to machine learning problems
•  Assess the performance of machine learning models using interval estimates and margin of errors 
•  Apply concepts of statistical hypothesis testing to commonly used tests in data science like AB testing
•  Perform Exploratory Data Analysis on a dataset to find, validate, and quantify patterns.

Many machine learning engineers and data scientists struggle with mathematics. Challenging interview questions often hold people back from leveling up in their careers, and even experienced practitioners can feel held by a lack of math skills. 

This specialization uses innovative pedagogy in mathematics to help you learn quickly and intuitively, with courses that use easy-to-follow plugins and visualizations to help you see how the math behind machine learning actually works. Upon completion, you’ll understand the mathematics behind all the most common algorithms and data analysis techniques — plus the know-how to incorporate them into your machine learning career.",https://www.coursera.org/learn/machine-learning-probability-and-statistics
100,Design a User Experience for Social Good & Prepare for Jobs,"Design a User Experience for Social Good and Prepare for Jobs is the seventh and final course in a program that will equip you with the skills you need to become an entry-level UX designer. In this course, you will design a dedicated mobile app and a responsive website focused on social good. You will showcase all that you’ve learned during the certificate program to complete the design process from beginning to end: empathizing with users, defining their pain points, coming up with ideas for design solutions, creating wireframes and prototypes, and testing designs to get feedback. By the end of this course, you will have a new cross-platform design project to include in your professional UX portfolio.  This course will also prepare you to land your first job as a UX designer. You’ll learn how to interview for entry-level UX design positions. You’ll get tips from Googlers based on their own interview experiences and their unique perspectives as hiring managers. And, you’ll polish the professional UX portfolio you’ve been building throughout the program so that it’s ready for job applications. 

Current UX designers and researchers at Google will serve as your instructors, and you will complete hands-on activities that simulate real-world UX design scenarios. Learners who complete the seven courses in this certificate program should be equipped to apply for entry-level jobs as UX designers. 

By the end of this course, you will be able to:
   - Apply each step of the UX design process (empathize, define, ideate, prototype, test) to create designs focused on social good.
   - Identify the differences between dedicated mobile apps and responsive web apps.
   - Understand progressive enhancement and graceful degradation approaches for designing across devices. 
   - Build wireframes, mockups, and low-fidelity and high-fidelity prototypes. 
   - Add a new design project to your professional UX portfolio. 
   - Create your portfolio of design work for job applications. 
   - Join and participate in online UX communities.
   - Interview for an entry-level UX design job. 
   - Determine if freelance design work is a good career fit for you.

This course is suitable for beginner-level UX designers who have completed the previous six courses of the Google UX Design Certificate.",https://www.coursera.org/learn/ux-design-jobs
101,Gamification,"Gamification is the application of game elements and digital game design techniques to non-game problems, such as business and social impact challenges. This course will teach you the mechanisms of gamification, why it has such tremendous potential, and how to use it effectively. For additional information on the concepts described in the course, you can purchase Professor Werbach's book For the Win: How Game Thinking Can Revolutionize Your Business in print or ebook format in several languages.",https://www.coursera.org/learn/gamification
102,Version Control,"Learn how modern software developers collaborate across the world without messing up each other's code. You will look at the different version control systems and how to create an effective software development workflow. You will be introduced to some of the most commonly used Linux commands that you can use to work with files on your hard drive and create powerful workflows that will automate your work, saving you time and effort.  Finally, you will see how Git can be used in software development projects to manage team files. And you will create a repository that can manage code revisions.",https://www.coursera.org/learn/introduction-to-version-control
103,Object-Oriented Data Structures in C++,"This course teaches learners how to write a program in the C++ language, including how to set up a development environment for writing and debugging C++ code and how to implement data structures as C++ classes. It is the first course in the Accelerated CS Fundamentals specialization, and subsequent courses in this specialization will be using C++ as the language for implementing the data structures covered in class.",https://www.coursera.org/learn/cs-fundamentals-1
104,Introduction to DevOps,"Get started with your DevOps journey with this beginner-friendly course! DevOps skills are high in demand and expected to be one of the fastest-growing skills in the software industry. This course is designed to be a first step in obtaining those valuable skills.   This self-paced introductory course explores DevOps as a cultural movement. It describes the business case for DevOps, and covers its essentials. This course teaches new ways of thinking, working, organizing, and measuring to fully realize the benefits of DevOps. By applying DevOps practices, you will be able to build better products for your users.  

You will learn how breaking down silos and organizing developers and operators into single cross-functional teams is necessary for truly adopting DevOps. Having everyone contributing and everyone being responsible for success is at the heart of DevOps. You will see how building a culture of shared responsibility and transparency is the foundation of every high-performing DevOps teams. 

You’ll learn how you can use cloud native architecture to build resilience in your products and learn about helpful DevOps tools like horizontal scaling and independently deployable microservices. You will explore how Agile Methodologies like Scrum are crucial to DevOps as well as learn about Continuous Integration and Continuous Delivery (CI/CD), which enables frequent deployments and working as a team to create high-quality code. 

This course concludes with case studies about DevOps-based scenarios, which you will analyze and relate to DevOps concepts learnt throughout this course. 

This course is designed for those new to DevOps as well as those looking to increase their current knowledge of DevOps.",https://www.coursera.org/learn/intro-to-devops
105,Using Python to Access Web Data,"This course will show how one can treat the Internet as a source of data.  We will scrape, parse, and read web data as well as access data using web APIs.  We will work with HTML, XML, and JSON data formats in Python.  This course will cover Chapters 11-13 of the textbook “Python for Everybody”. To succeed in this course, you should be familiar with the material covered in Chapters 1-10 of the textbook and the first two courses in this specialization.  These topics include variables and expressions, conditional execution (loops, branching, and try/except), functions, Python data structures (strings, lists, dictionaries, and tuples), and manipulating files.  This course covers Python 3.",https://www.coursera.org/learn/python-network-data
106,Advanced React,"Learn how to use more advanced React concepts and features, become proficient in JSX, and confidently test your applications. You’ll examine different types of React components and learn various characteristics and when to use them. You’ll dig into more advanced hooks and create your own. You’ll look into building forms with React. You’ll explore component composition and new patterns, such as Higher Order Components and Render Props. You’ll create a web application that consumes API data and get familiar with the most commonly used React framework integrations, tools, and testing techniques.

By the end of this course, you will be able to:
• Render lists and form components efficiently in React.
• Lift shared state up when several components need the updated data.
• Leverage React Context to share global state for a tree of components.
• Fetch data from a remote server.
• Use advanced hooks in React, and put them to use within your application.
• Build your own custom hooks.
• Understand JSX in depth.
• Embrace component composition techniques
• Use advanced patterns to encapsulate common behavior via Higher Order Components and Render Props.
• Test your React components.
• Build a portfolio using React.

You’ll gain experience with the following tools and software: 
• React.js
• JSX
• React
• HTML, CSS, and JavaScript 
• VSCode

You will be able to leverage the potential of this course to develop new skills, improve productivity, act effectively with data and boost your career.

To take this course, you should understand the basics of React, HTML, CSS, and JavaScript. Additionally, it always helps to have a can-do attitude!",https://www.coursera.org/learn/advanced-react
107,Algorithmic Toolbox,"This online course covers basic algorithmic techniques and ideas for computational problems arising frequently in practical applications: sorting and searching, divide and conquer, greedy algorithms, dynamic programming. We will learn a lot of theory: how to sort data and how it helps for searching; how to break a large problem into pieces and solve them recursively; when it makes sense to proceed greedily; how dynamic programming is used in genomic studies. You will practice solving computational problems, designing new algorithms, and implementing solutions efficiently (so that they run in less than a second).",https://www.coursera.org/learn/algorithmic-toolbox
108,HTML and CSS in depth,"In this course, you’ll use software development tools like HTML to build attractive web pages that work well—and you’ll use structured semantic data to control how websites appear to the end user.  You will then dive deeper into CSS by applying increasingly specific styling to various elements. You’ll learn to use Bootstrap’s grid system to create layouts and work with components and themes. Finally, you’ll explore debugging and learn how it can be utilized to banish common front-end errors.

By the end of this course you will be able to:

• Create a simple form with a responsive layout using HTML5 and CSS
• Create a responsive layout using CSS 
• Create a UI using Bootstrap
• Implement debugging tools

This is a beginner course for learners who would like to prepare themselves for a career in front-end development. To succeed in this course, you do not need prior development experience, only basic internet navigation skills and an eagerness to get started with coding.",https://www.coursera.org/learn/html-and-css-in-depth
109,Developing AI Applications with Python and Flask,"This mini course is intended to apply basic Python skills for developing Artificial Intelligence (AI) enabled applications. In this hands-on project you will assume the role of a developer and perform tasks including:   - Develop functions and application logic 
- Exchange data using Watson AI libraries
- Write unit tests, and 
- Package the application for distribution. 

You will demonstrate your foundational Python skills by employing different techniques to develop web applications and AI powered solutions. After completing this course, you will have added another project to your portfolio and gained the confidence to begin developing AI enabled applications using Python and Flask, Watson AI libraries, build and run unit tests, and package the application for distribution out in the real world.",https://www.coursera.org/learn/python-project-for-ai-application-development
110,Django Web Framework ,"It's time to build something bigger. In this course, you will use the Django web framework to build, secure and administer a web server. You will have the opportunity to create, design and configure a web app using the Django framework in-line with best practices.  Explore the usage of models in Django and their relationship to databases. Use views to render requested data to meaningful template structures for a composed user interface (UI). Implement proactive security practices and mitigate common security risks.

By the end of the course you will be able to:

• Design a Django web application using Python, HTML and CSS.
• Describe and implement the HTTP request response cycle by creting views, routes and templates.
• Describe and build a data model to create database tabless and dynamic web forms.
• Explore the Django Template Language to create dyanamic webpages that display data stored in a database.
• Create, share and test your web application by using industry standard best practice and guidelines.  

To succeed in this course, you are required to have a fundamental knowledge of the following:
HTML and CSS
Python
MySQL

You also require basic internet navigation skills and an eagerness to get started with coding in Django!",https://www.coursera.org/learn/django-web-framework
111,Building Scalable Java Microservices with Spring Boot and Spring Cloud,"""¨Microservices"""" describes a software design pattern in which an application is a collection of loosely coupled services. These services are fine-grained, and can be individually maintained and scaled. The microservices architecture is ideal for the public cloud, with its focus on elastic scaling with on-demand resources. In this course, you will learn how to build Java applications using Spring Boot and Spring Cloud on Google Cloud.  You'll use Spring Cloud Config to manage your application's configuration. You'll send and receive messages with Pub/Sub and Spring Integration. You'll also use Cloud SQL as a managed relational database for your Java applications, and learn how to migrate to Cloud Spanner, which is Google Cloud's globally-distributed strongly consistent database service. You'll also learn about tracing and debugging your Spring applications with Google Cloud's operations suite.

To succeed in this course, you should be familiar with the Java programming language and building Java applications with tools such as Maven or Gradle. You should also have general knowledge of Google Cloud.""

>>> By enrolling in this course you agree to the Qwiklabs Terms of Service as set out in the FAQ and located at: https://qwiklabs.com/terms_of_service <<<",https://www.coursera.org/learn/google-cloud-java-spring
112,Kotlin for Java Developers,"The Kotlin programming language is a modern language that gives you more power for your everyday tasks. Kotlin is concise, safe, pragmatic, and focused on interoperability with Java code. It can be used almost everywhere Java is used today: for server-side development, Android apps, and much more. Kotlin is 100% compatible with all existing Java frameworks, and has good tooling support. It’s a pragmatic language with a very low learning curve, and can be quickly grasped by Java developers. Kotlin code might be compiled not only to JVM bytecode but to JavaScript and Native code as well, but this course is focused on Kotlin/JVM. This course aims to share with you the power and the beauty of Kotlin. We'll have a basic overview of the language, as well as a discussion of many corner cases, especially concerning Java interoperability. The course is based on your Java experience; it shows the similarities between the two languages and focuses on what's going to be different. 
Note that this course won't cover the programming fundamentals. We'll discuss: basic syntax, nullability, functional programming with Kotlin, object-oriented programming with Kotlin, the power of the Kotlin standard library, and Java interoperability.",https://www.coursera.org/learn/kotlin-for-java-developers
113,Developing Front-End Apps with React,"React is one of the most popular frameworks  in the Web and Front-end application Development category.    In this course, you will    
- build rich Front-End applications with React and ES6   
- connect React components using data and state   
- write rich React components with advanced features like Hooks and Redux   

In addition, you will explore how to access the React web framework user interface (UI) library and run rich React applications. You will find ways to use React components and change their properties and states in a dynamic user interface. You will learn to connect to an external server from a React page. The course introduces different testing tools that you can use to test the component without manual verification.  

Throughout the course, you will complete numerous hands-on labs to gain practical experience. At the end of the course, you will demonstrate your React skills with a final project to add to your portfolio.    

This course will help you succeed as a front-end or full-stack developer. It suits those in IT looking to step up in their careers or new graduates seeking to establish their client-side skills.  

Note: This course requires knowledge of HTML, CSS, JavaScript, and Git/GitHub",https://www.coursera.org/learn/developing-frontend-apps-with-react
114,Introduction to Self-Driving Cars,"Welcome to Introduction to Self-Driving Cars, the first course in University of Toronto’s Self-Driving Cars Specialization.  This course will introduce you to the terminology, design considerations and safety assessment of self-driving cars.  By the end of this course, you will be able to: 
- Understand commonly used hardware used for self-driving cars
- Identify the main components of the self-driving software stack
- Program vehicle modelling and control  
- Analyze the safety frameworks and current industry practices for vehicle development

For the final project in this course, you will develop control code to navigate a self-driving car around a racetrack in the CARLA simulation environment. You will construct longitudinal and lateral dynamic models for a vehicle and create controllers that regulate speed and path tracking performance using Python. You’ll test the limits of your control design and learn the challenges inherent in driving at the limit of vehicle performance.

This is an advanced course, intended for learners with a background in mechanical engineering, computer and electrical engineering, or robotics. To succeed in this course, you should have programming experience in Python 3.0, familiarity with Linear Algebra (matrices, vectors, matrix multiplication, rank, Eigenvalues and vectors and inverses), Statistics (Gaussian probability distributions), Calculus and Physics (forces, moments, inertia, Newton's Laws).

You will also need certain hardware and software specifications in order to effectively run the CARLA simulator: Windows 7 64-bit (or later) or Ubuntu 16.04 (or later), Quad-core Intel or AMD processor (2.5 GHz or faster), NVIDIA GeForce 470 GTX or AMD Radeon 6870 HD series card or higher, 8 GB RAM, and OpenGL 3 or greater (for Linux computers).",https://www.coursera.org/learn/intro-self-driving-cars
115,Agile Meets Design Thinking,"Despite everyone's good intentions, hard work and solid ideas, too many teams end up creating products that no one wants, no one can use, and no one buys. But it doesn't have to be this way. Agile and design thinking offer a different--and effective--approach to product development, one that results in valuable solutions to meaningful problems. In this course, you’ll learn how to determine what's valuable to a user early in the process--to frontload value--by focusing your team on testable narratives about the user and creating a strong shared perspective.  This course is supported by the Batten Institute at UVA’s Darden School of Business. The Batten Institute’s mission is to improve the world through entrepreneurship and innovation: www.batteninstitute.org.",https://www.coursera.org/learn/uva-darden-getting-started-agile
116,Using Databases with Python,"This course will introduce students to the basics of the Structured Query Language (SQL) as well as basic database design for storing data as part of a multi-step data gathering, analysis, and processing effort.  The course will use SQLite3 as its database.  We will also build web crawlers and multi-step data gathering and visualization processes.  We will use the D3.js library to do basic data visualization.  This course will cover Chapters 14-15 of the book “Python for Everybody”. To succeed in this course, you should be familiar with the material covered in Chapters 1-13 of the textbook and the first three courses in this specialization. This course covers Python 3.",https://www.coursera.org/learn/python-databases
117,Data Structures,"A good algorithm usually comes together with a set of good data structures that allow the algorithm to manipulate the data efficiently. In this online course, we consider the common data structures that are used in various computational problems. You will learn how these data structures are implemented in different programming languages and will practice implementing them in our programming assignments. This will help you to understand what is going on inside a particular built-in implementation of a data structure and what to expect from it. You will also learn typical use cases for these data structures. A few examples of questions that we are going to cover in this class are the following:
1. What is a good strategy of resizing a dynamic array?
2. How priority queues are implemented in C++, Java, and Python?
3. How to implement a hash table so that the amortized running time of all operations is O(1) on average?
4. What are good strategies to keep a binary tree balanced? 

You will also learn how services like Dropbox manage to upload some large files instantly and to save a lot of storage space!",https://www.coursera.org/learn/data-structures
118,Introduction to Scrum Master Training,"This course is designed to help Scrum beginners learn the foundational knowledge to become proficient with Agile Scrum. Throughout the course, learners will explore Agile methodologies and benefits of building incrementally. They will also learn about the roles within Scrum teams, events that happen during a Sprint, Agile artifacts, and the Definition of Done for a Sprint.",https://www.coursera.org/learn/introduction-to-certified-scrum-master
