,Title,Description,Link
101,"RPA Lifecycle: Introduction, Discovery and Design","Regardless of the industry, business process automation is here to stay. Business processes are increasingly being automated through software automation. But how is software automation simplified and made accessible? The answer is Robotic Process Automation or RPA. RPA lifecycle: Intrdocution, Discovery and Design is the first course of the Specialization on Implementing RPA with Cognitive Solutions and Analytics.

In this course, you will be introduced to RPA and see how it is combined with cognitive solutions and analytics to enable organizations to adopt the model of a “Digital Workforce” and help them transform the nature of their work.
You will also learn about the first two phases of the RPA implementation lifecycle: Discovery and Design. In the Discovery phase, you take a set of business processes and identify those that are suitable and beneficial for automation.  In the Design phase, you create a plan for your RPA project. The learning will be reinforced through concept description and guided practice.",https://www.coursera.org/learn/rpa-introduction
102,"Everyday Excel, Part 2","""Everyday Excel, Part 2"" is a continuation of the popular ""Everyday Excel, Part 1"".  Building on concepts learned in the first course, you will continue to expand your knowledge of applications in Excel.  This course is aimed at intermediate users, but even advanced users will pick up new skills and tools in Excel.  By the end of this course, you will have the skills and tools to take on the project-based ""Everyday Excel, Part 3 (Projects)"". This course is the second part of a three-part series and Specialization that focuses on teaching introductory through very advanced techniques and tools in Excel.  In this course (Part 2), you will: 1) learn advanced data management techniques; 2) learn how to implement financial calculations in Excel; 3) use advanced tools in Excel (Data Tables, Goal Seek, and Solver) to perform and solve ""what-if"" analyses; 4) learn how to create mathematical predictive regression models using the Regression tool in Excel.

This course is meant to be fun and thought-provoking.  I hope for you to at least several times in the course say to yourself, ""Wow, I hadn't thought of that before!""  Given the wide range in experience and abilities of learners, the goal of the course is to appeal to a wide audience.  The course is organized into 5 Weeks (modules). 

To pass each module, you'll need to pass a mastery quiz and complete a problem solving assignment.  This course is unique in that the weekly assignments are completed in-application (i.e., on your own computer in Excel), providing you with valuable hands-on training.",https://www.coursera.org/learn/everyday-excel-part-2
103,Java for Android,"This MOOC teaches you how to program core features and classes from the Java programming language that are used in Android, which is the dominant platform for developing and deploying mobile device apps.  In particular, this MOOC covers key Java programming language features that control the flow of execution through an app (such as Java’s various looping constructs and conditional statements), enable access to structured data (such as Java's built-in arrays and common classes in the Java Collections Framework, such as ArrayList and HashMap), group related operations and data into classes and interfaces (such as Java's primitive and user-defined types, fields, methods, generic parameters, and exceptions), customize the behavior of existing classes via inheritance and polymorphism (such as subclassing and overriding virtual methods). Learners will apply these Java features in the context of core Android components (such as Activities and basic UI elements) by applying common tools (such as Android Studio) needed to develop Java programs and useful Android apps.  

Learners will work on several hands-on projects throughout the MOOC, i.e., each week will require learners to write solutions to programming assignments that reinforce the material covered in the lecture videos. There will be roughly 4-6 hours of student engagement time per week, including video lectures, quizzes, and programming assignments.",https://www.coursera.org/learn/java-for-android
104,Stages of Incident Response,"The Cyber Incident Response course will give students an understanding of how incidents are responded to at a high level, as well as allow them to build important technical skills through the hands-on labs and projects. This course starts with a high-level discussion of what happens at each phase of responding to an incident, followed by a technical deep dive into some of the more exciting parts of memory, network, and host analysis and forensics. This course is for anyone wishing to apply learned forensics and offensive knowledge such as ethical hacking to the incident response process.",https://www.coursera.org/learn/stages-of-incident-response
105,Intermediate Object-Oriented Programming for Unity Games,"This course is the fourth course in the specialization about learning how to develop video games using the C# programming language and the Unity game engine on Windows or Mac. Why use C# and Unity instead of some other language and game engine? Well, C# is a really good language for learning how to program and then programming professionally. Also, the Unity game engine is very popular with indie game developers; Unity games were downloaded 16,000,000,000 times in 2016! Finally, C# is one of the programming languages you can use in the Unity environment. This course assumes you have the prerequisite knowledge from the previous three courses in the specialization. You should make sure you have that knowledge, either by taking those previous courses or from personal experience, before tackling this course. Throughout this course you'll build on your foundational C# and Unity knowledge by developing more robust games with better object-oriented designs using file input and output, inheritance and polymorphism, and event handling.

This course gives you even more tools to help you build great games with C# and Unity!

Module 1: Start using files to implement your Unity games
Module 2: Learn how inheritance and polymorphism help us write less code for our games
Module 3: Implement event handling to make better object-oriented designs and add menus to your Unity games
Module 4: Explore the complete implementation of a small Unity game

“Unity” is a trademark or registered trademark of Unity Technologies or its affiliates in the U.S. and elsewhere.

This course is an independent work and is not sponsored by, authorized by, or affiliated with Unity Technologies or its affiliates",https://www.coursera.org/learn/intermediate-object-oriented-programming-unity-games
106,DevOps on AWS: Operate and Monitor,"The third and the final course in the DevOps series will teach how to use AWS Services to control the architecture in order to reach a better operational state. Monitoring and Operation are key aspects for both the release pipeline and production environments, because they provide instruments that help discover what's happening, as well as do modifications and enhancements on infrastructure that is currently running.  This course teaches how to use Amazon CloudWatch for monitoring, as well as Amazon EventBridge and AWS Config for continuous compliance. It also covers Amazon CloudTrail and a little bit of Machine Learning for Monitoring operations!",https://www.coursera.org/learn/devops-aws-operate-monitor
107,AR games using Vuforia SDK,"Are you ready for more fun with Unity? In this course, you will be introduced to the Vuforia SDK that works with Unity. You will also learn more about plane tracking in AR and develop a fun AR bowling game.  By the end of this course, you will be able to: 

- Configure Unity editors.
- Describe Vuforia and what it does.
- Identify optimization best practices.
- Define a game's architecture.
- Set up and implement plane detection in an AR game built in Unity.
- Define UI principles.
- Integrate 3D objects to embed in an AR game. 
- Use visual scripting to develop an AR game. 
- Write scripts in C# to create mechanics that govern the game's dynamics.

To be successful in this course, experience with object oriented programming and basic web development is needed. (JavaScript is a plus but not required.) We recommend completing the previous courses in the program so you can build on the knowledge and skills from those courses here.",https://www.coursera.org/learn/ar-games-using-vuforia-sdk
108,Server side JavaScript with Node.js,"Have you ever wondered how you are able to do net banking or book a ticket online? Which technology is adopted for applications used in different businesses?  Backend technology acts as a backbone to every web application. It typically includes all services, data interfaces and their core business logic. 
This course will introduce you to the Node.js environment and help you design and develop backend or server-side of the application. It also provides you with hands on coding exercises and will enable you to build JavaScript programs and test and execute them in the Node.js environment.",https://www.coursera.org/learn/server-side-javascript-with-nodejs
109,"Data Warehouse Concepts, Design, and Data Integration","This is the second course in the Data Warehousing for Business Intelligence specialization. Ideally, the courses should be taken in sequence. In this course, you will learn exciting concepts and skills for designing data warehouses and creating data integration workflows. These are fundamental skills for data warehouse developers and administrators. You will have hands-on experience for data warehouse design and use open source products for manipulating pivot tables and creating data integration workflows. In the data integration assignment, you can use either Oracle, MySQL, or PostgreSQL databases. You will also gain conceptual background about maturity models, architectures, multidimensional models, and management practices, providing an organizational perspective about data warehouse development. If you are currently a business or information technology professional and want to become a data warehouse designer or administrator, this course will give you the knowledge and skills to do that. By the end of the course, you will have the design experience, software background, and organizational context that prepares you to succeed with data warehouse development projects. 

In this course, you will create data warehouse designs and data integration workflows that satisfy the business intelligence needs of organizations. When you’re done with this course, you’ll be able to:
   * Evaluate an organization for data warehouse maturity and business architecture alignment;
   * Create a data warehouse design and reflect on alternative design methodologies and design goals;
   * Create data integration workflows using prominent open source software;
   * Reflect on the role of change data, refresh constraints, refresh frequency trade-offs, and data quality goals in data integration process design; and
   * Perform operations on pivot tables to satisfy typical business analysis requests using prominent open source software",https://www.coursera.org/learn/dwdesign
110,Preparing for Your Professional Cloud Security Engineer Journey,"This course helps learners prepare for the Professional Cloud Security Engineer (PCSE) Certification exam. Learners will be exposed to and engage with exam topics through a series of lectures, diagnostic questions, and knowledge checks. After completing this course, learners will have a personalized workbook that will guide them through the rest of their certification readiness journey.",https://www.coursera.org/learn/preparing-for-your-professional-cloud-security-engineer-journey
111,Building Web Applications in Django,"In this course, you will learn how Django communicates with a database through model objects. You will explore Object-Relational Mapping (ORM) for database access and how Django models implement this pattern.  We will review the Object-Oriented (OO) pattern in Python.  You will learn basic Structured Query Language (SQL) and database modeling, including one-to-many and many-to-many relationships and how they work in both the SQL and Django models. You will learn how to use the Django console and scripts to work with your application objects interactively.",https://www.coursera.org/learn/django-build-web-apps
112,Oracle Database Platform,"This course is designed to help you learn how to navigate the Oracle Database environment. Both GUI and command-line tools will be introduced to allow you to work with the Oracle Database. It is recommended that you complete the first course in this specialization, Oracle Database Foundations, before continuing to this second course.",https://www.coursera.org/learn/oracle-database-platform
113,Java Class Library,"Java Class Library is the fourth and final course in the Core Java Specialization. The Core Java Specialization is part of a series of programming specializations, derived from LearnQuest's private Java Bootcamps, designed to provide the skill set necessary to be hired as an IT developer using Java in many corporate environments. After completing this course, you will be able to write reusable code that remains type-safe using Java Generics, work with collections of objects, work with files, handle runtime errors, and generally be prepared to move on to learning to use Java frameworks such as Spring Boot and Jakarta EE.

There are over 4200 classes in the Java 8 class library, with 100s of new ones compared to prior versions of Java.  In this course, we will cover additional language features that enable the class library, essential library areas, and provide roadmaps to areas for self-exploration.

To be successful in this course, you should have taken: 
- Course 1: Introduction to Java
- Course 2: Introduction to Object-Oriented Programming with Java
- Course 3: Object-Oriented Hierarchies in Java

 or have equivalent knowledge.",https://www.coursera.org/learn/java-class-library
114,Real-Time Cyber Threat Detection and Mitigation,"This course introduces real-time cyber security techniques and methods in the context of the TCP/IP protocol suites. Explanation of some basic TCP/IP security hacks is used to introduce the need for network security solutions such as stateless and stateful firewalls. Learners will be introduced to the techniques used to design and configure firewall solutions such as packet filters and proxies to protect enterprise assets. Perimeter solutions such as firewalls and intrusion prevention systems are shown to have significant drawbacks in common enterprise environments. The result of such weakness is shown to often exist as advanced persistent threats (APTs) from nation-state actors. Such attacks, as well as DDOS and third-party attacks, are shown to have potential solutions for modern enterprise.",https://www.coursera.org/learn/real-time-cyber-threat-detection
115,Enterprise and Infrastructure Security,"This course introduces a series of advanced and current topics in cyber security, many of which are especially relevant in modern enterprise and infrastructure settings. The basics of enterprise compliance frameworks are provided with introduction to NIST and PCI. Hybrid cloud architectures are shown to provide an opportunity to fix many of the security weaknesses in modern perimeter local area networks. Emerging security issues in blockchain, blinding algorithms, Internet of Things (IoT), and critical infrastructure protection are also described for learners in the context of cyber risk. Mobile security and cloud security hyper-resilience approaches are also introduced. The course completes with some practical advice for learners on how to plan careers in cyber security.",https://www.coursera.org/learn/enterprise-infrastructure-security
116,"C++ Object Basics: Functions, Recursion, and Objects","Code and run your first C++ program in minutes without installing anything! This course is designed for learners with limited coding experience, providing a solid foundation of not just C++, but core Computer Science topics that can be transferred to other languages. The modules in this course cover functions, recursion, objects, and mutability. Completion of the prior 2 courses in this specialization are recommended.

To allow for a truly hands-on, self-paced learning experience, this course is video-free. Assignments contain short explanations with images and runnable code examples with suggested edits to explore code examples further, building a deeper understanding by doing. You'll benefit from instant feedback from a variety of assessment items along the way, gently progressing from quick understanding checks (multiple choice, fill in the blank, and un-scrambling code blocks) to small, approachable coding exercises that take minutes instead of hours.",https://www.coursera.org/learn/cpp-object-basics
117,Spring Data Repositories,"This course is aimed at students wishing to learn how Java interacts with databases in a modern framework. The course uses the very popular Spring Boot Framework, with Micro services, as a setting for our database interactions using Java Persistence Framework (JPA) and Spring Data Repositories to abstract away JPA. Students will then learn how to expose Repositories as Rest Web services in their own right using Hypermedia as the Engine of Application State or HATEAOS concepts. Spring Aspect Oriented Programming (AOP) will be covered to illustrate how cross cutting concerns like logging can be applied in a centralized non evasive manner to domain classes. finally the course covers the use of Spring Transaction Managers and Springs declarative configuration Transaction model.",https://www.coursera.org/learn/spring-repositories
118,Making Your First Virtual Reality Game,"Virtual Reality is one of the most exciting experiences that technology can give us. The immersion and presence you can have in VR is quite unlike any other medium. Like many others, you are excited about the possibilities of this new medium and want to get started developing your own VR experiences. This course will take you through all of the steps you need to create a VR game or other project.  This is the final course in our Specialisation: Virtual Reality. The previous courses teach you the skills you need to make a VR game. This course brings them all together to create a project of your own. 

We will guide you through all the steps of a VR project: coming up with an idea, storyboarding, prototyping, testing and implementation. By the end of this course you will have a complete VR project that demonstrates your skills and could be the first step in creating a professional game. 

We hope this course can be your entry into professional VR development. To help you get started, some good advice always helps. That is why we have interviewed VR experts from all over the world, ranging from technology pioneers with over 30 years experience in VR to the latest cutting edge VR creators. We have asked all of them to give you their advice and we hope it inspires you to become part of the future of VR.",https://www.coursera.org/learn/making-virtual-reality-game
119,CUDA at Scale for the Enterprise,"This course will aid in students in learning in concepts that scale the use of GPUs and the CPUs that manage their use beyond the most common consumer-grade GPU installations. They will learn how to manage asynchronous workflows, sending and receiving events to encapsulate data transfers and control signals. Also, students will walk through application of GPUs to sorting of data and processing images, implementing their own software using these techniques and libraries. By the end of the course, you will be able to do the following:

- Develop software that can use multiple CPUs and GPUs
- Develop software that uses CUDA’s events and streams capability to create asynchronous workflows
- Use the CUDA computational model to to solve canonical programming challenges including data sorting and image processing

To be successful in this course, you should have an understanding of parallel programming and experience programming in C/C++.

This course will be extremely applicable to software developers and data scientists working in the fields of high performance computing, data processing, and machine learning.",https://www.coursera.org/learn/cuda-at-scale-for-the-enterprise
120,Introduction to Open Source Application Development,"This course introduces basic concepts of systems programming using a modern open source language. You will learn to apply basic programming concepts toward solving problems, writing pseudocode, working with and effectively using basic data types, abstract data types, control structures, code modularization and arrays. You will learn to detect errors, work with variables and loops, and discover how functions, methods, and operators work with different data types. You will also be introduced to the object paradigm including classes, inheritance, and polymorphism.  Learning Python has become increasingly popular in recent years, and for a good reason. Python is a versatile programming language that can be used for a wide range of applications, including data science, machine learning, web development, and more. In an introductory Python course such as this, you can expect to learn the basics of Python syntax, data types, control structures, and functions. Learning Python can lead to many career benefits, including increased job opportunities, higher salaries, and the ability to work on exciting and innovative projects. Additionally, adding online courses and certifications to a resume can demonstrate a commitment to professional development and a willingness to learn new skills.

Upon successful completion of this course, you will be able to:

- Recall and describe software application and development theory and concepts 
- Write, compile, execute, troubleshoot, analyze, evaluate, and resolve simple problems through program coding using Python computer language. 
- Develop, synthesize, and identify important language standard libraries and utilities. 
- Apply data transfer techniques between modules using parameters and return values. 
- Construct applications to use simple files for input and output. 
- Implement arrays as structures to contain data. 
- Use a higher-level programming language to code, test, and debug software designs. 
- Implement concepts of Object Oriented Programming (OOP), inheritance and polymorphism. 
- Describe integration of Graphical User Interfaces (GUIs) and event driven programming. 
- Analyze a complex computing problem and to apply principles of computing and other relevant disciplines to identify solutions (ABET Computing Criterion 3.1) 
- Design, implement, and evaluate a computing-based solution to meet a given set of computing requirements in the context of the program’s discipline (ABET Computing Criterion 3.2) 
- Identify and analyze user needs and take them into account in the selection, creation, evaluation, and administration of computer-based systems (ABET IT Criterion 3.6)",https://www.coursera.org/learn/illinois-tech-introduction-to-open-source-application-development
121,Artificial Intelligence and legal issues,"The purpose of the course is to help students understand the legal implications related to the design and use of artificial intelligence systems, providing an overview of the risks and legal protections that can be envisaged and giving an overview of the legislation and legal principles currently applicable on the subject. In particular, the profiles of civil and criminal liability, protection in terms of intellectual property and the impacts of AI on the fundamental rights of the individual - including privacy and the right to non-discrimination – will be examined.",https://www.coursera.org/learn/artificial-intelligence-and-legal-issues
122,Object-Oriented Programming in C++: Functions,"This course is the third of five courses aiming to help you to become confident working in the object-oriented paradigm in the C++ language.  This specialisation is for individuals who want to learn about objected oriented programming. It's an all-in-one package that will take you from the very fundamentals of C++, all the way to building a crypto-currency exchange platform.

During the five courses, you will work with the instructor on a single project: a crypto-currency exchange platform. Whilst building the project, you will learn about a range of programming techniques from basic control flow and input/output through to file parsing, object-oriented techniques and user interaction on the console. 

In this third course, you will start learning about C++ exception handling and reading data from files. You will learn about string processing,  exception handling, data reading from a file, and how to convert pseudocode algorithms into working C++ code.

Upon completing the course, you will be able to:

* Convert pseudocode algorithms involving iteration, logic and string processing into working C++ code
* Use exception handling to gracefully recover when processing unreliable data
* Read text data from a file using the getline function",https://www.coursera.org/learn/cplusplus-crypto-iii
123,Testing and Debugging in .NET Core Applications,"Master the art of testing and debugging in .NET Core with our comprehensive course. From unit testing to integration and end-to-end testing, you'll learn many techniques to ensure your .NET Core applications are robust and error-free. Dive deep into debugging tools and methodologies, diagnose issues effectively, and gain the skills needed to maintain the quality and reliability of your .NET Core applications. Whether you're a seasoned developer or just starting, this course will equip you with essential skills to confidently tackle testing and debugging challenges. Learning Outcomes: 

Advanced Testing Techniques: Acquire a comprehensive skill set covering unit testing, integration testing, and end-to-end testing to ensure the resilience of your .NET Core applications.

Proficient Debugging Skills: Dive deep into debugging tools and methodologies, learning to identify and resolve issues effectively, enhancing the overall quality of your codebase.

Real-world Application: Gain practical insights into applying testing and debugging techniques to real-world scenarios, preparing you to handle challenges in professional development environments.

This course is suited to have a prerequisite of basic understanding of .NET Core development and familiarity with C# programming language. It is recommended for intermediate to senior developers to enhance their skills and stay ahead in the rapidly evolving .NET Core ecosystem, as well as software engineers and quality assurance professionals.

After completing this course, you can apply for Job Roles such as .NET Core Developer, Testing Engineer, and Software Architect.

Embark on this transformative learning journey, and emerge equipped with the essential skills to confidently tackle testing and debugging challenges in your .NET Core development projects.",https://www.coursera.org/learn/testing-and-debugging-in-net-core-applications
124,Cortex-M Software Development Fundamentals,"This course delves into software development topics such as working with Arm C/C++ compilers and Arm debug tools to optimize your software, whether it's for performance or code size. This course also looks more closely at the Common Microcontroller Software Interface Standard and how it helps ensure that software targeted at Cortex-M devices can be written using a consistent approach.",https://www.coursera.org/learn/cortex-m-software-development-fundamentals
125,Advanced Armv8-M Features,"The final course covers more advanced and optional features that might be configured in a Cortex-M system. These features could help with particular project requirements such as security and performance. Not all of these topics might be relevant for any given Cortex-M project, so feel free to pick and choose which topics, if any, apply to you.",https://www.coursera.org/learn/advanced-armv8-m-features
126,Armv8-M Architecture Fundamentals,"The course includes fundamental architecture topics that are key to understanding how any Cortex-M processor functions internally. The course focuses specifically on the Armv8-M version of the Arm Architecture, which processors like the Cortex-M33 and Cortex-M55 are based on. However, even if you're working with older processors based on earlier versions of the architecture, like Armv6-M or Armv7-M, a lot of the information is mostly still very relevant and useful.",https://www.coursera.org/learn/armv8-m-architecture-fundamentals
127,"Cloud Computing Applications, Part 1: Cloud Systems and Infrastructure","Welcome to the Cloud Computing Applications course, the first part of a two-course series designed to give you a comprehensive view on the world of Cloud Computing and Big Data!  In this first course we cover a multitude of technologies that comprise the modern concept of cloud computing. Cloud computing is an information technology revolution that has just started to impact many enterprise computing systems in major ways, and it will change the face of computing in the years to come.

We start the first week by introducing some major concepts in cloud computing, the economics foundations of it and we introduce the concept of big data. We also cover the concept of software defined architectures, and how virtualization results in cloud infrastructure and how cloud service providers organize their offerings. In week two, we cover virtualization and containers with deeper focus, including lectures on Docker, JVM and Kubernates. We finish up week two by comparing the infrastructure as a service offering by the big three: Amazon, Google and Microsoft. 
Week three moves to higher level of cloud offering, including platform as a service, mobile backend as a service and even serverless architectures. We also talk about some of the cloud middleware technologies that are fundamental to cloud based applications such as RPC and REST, JSON and load balancing. Week three also covers metal as a service (MaaS), where physical machines are provisioned in a cloud environment. 
Week four introduces higher level cloud services with special focus on cloud storage services. We introduce Hive, HDFS and Ceph as pure Big Data Storage and file systems, and move on to cloud object storage systems, virtual hard drives and virtual archival storage options. As discussion on Dropbox cloud solution wraps up week 4 and the course.",https://www.coursera.org/learn/cloud-applications-part1
128,C# Class Development,"This course is the third course in the specialization about learning how to develop video games using the C# programming language and the Unity game engine on Windows or Mac. Why use C# and Unity instead of some other language and game engine? Well, C# is a really good language for learning how to program and then programming professionally. Also, the Unity game engine is very popular with indie game developers; Unity games were downloaded 16,000,000,000 times in 2016! Finally, C# is one of the programming languages you can use in the Unity environment. This course assumes you have the prerequisite knowledge from the previous courses in the specialization. You should make sure you have that knowledge, either by taking those previous courses or from personal experience, before tackling this course. Throughout this course you'll continue building your foundational C# and Unity knowledge by exploring more C# and Unity topics.

The material in this and the previous two courses is essentially our first programming course for Game Design and Development majors at UCCS.

Module 1: Learn about abstraction and how we can use it to design and implement console application classes
Module 2: Learn more about how methods and parameters work
Module 3: Learn how we can use abstraction to design and implement Unity classes
Module 4: Add text output (like score!) and sound effects to your Unity games

“Unity” is a trademark or registered trademark of Unity Technologies or its affiliates in the U.S. and elsewhere.

This course is an independent work and is not sponsored by, authorized by, or affiliated with Unity Technologies or its affiliates",https://www.coursera.org/learn/csharp-class-development
129,Architecting with Google Kubernetes Engine: Production,"In this course, ""Architecting with Google Kubernetes Engine: Production,"" you'll learn about Kubernetes and Google Kubernetes Engine (GKE) security; logging and monitoring; and using Google Cloud managed storage and database services from within GKE. This is the final course of the Architecting with Google Kubernetes Engine series. After completing this course, enroll in the Reliable Google Cloud Infrastructure: Design and Process course or the Hybrid Cloud Infrastructure Foundations with Anthos course.",https://www.coursera.org/learn/deploying-secure-kubernetes-containers-in-production
130,Open Source LLMOps Solutions,"Learn the fundamentals of large language models (LLMs) and put them into practice by deploying your own solutions based on open source models. By the end of this course, you will be able to leverage state-of-the-art open source LLMs to create AI applications using a code-first approach. You will start by gaining an in-depth understanding of how LLMs work, including model architectures like transformers and advancements like sparse expert models. Hands-on labs will walk you through launching cloud GPU instances and running pre-trained models like Code Llama, Mistral, and stable diffusion.
The highlight of the course is a guided project where you will fine-tune a model like LLaMA or Mistral on a dataset of your choice. You will use SkyPilot to easily scale model training on low-cost spot instances across cloud providers. Finally, you will containerize your model for efficient deployment using model servers like LoRAX and vLLM.
By the end of the course, you will have first-hand experience leveraging open source LLMs to build AI solutions. The skills you gain will enable you to further advance your career in AI.",https://www.coursera.org/learn/open-source-llmops-solutions
131,GitHub Copilot: The AI Pair Programmer for Coding,"Welcome to the 'GitHub Copilot: The AI Pair Programmer for Coding' course, where you will embark on an insightful journey to develop a profound understanding of the AI principles that power GitHub Copilot's coding assistance. This course is designed to transform your coding practices, leveraging the advanced capabilities of GitHub Copilot. Throughout this course, you'll immerse yourself in the fascinating world of AI-driven code generation, mastering the key functionalities and exploring practical applications. By the end of this course, you will be equipped to:

- Grasp the core concepts and functionalities of GitHub Copilot
- Analyze the key features and capabilities of GitHub Copilot
- Apply GitHub Copilot effectively in real-world coding scenarios

This course is tailored for learners from diverse backgrounds, including Data Scientists, Software Developers, Tech Enthusiasts, and Professionals aiming to enhance their skills in Coding. Prior experience in coding is beneficial but not required.

Embark on this transformative journey to master GitHub Copilot and revolutionize your coding efficiency with AI-driven tools. By the end of this course, you will have the skills and knowledge to proficiently apply GitHub Copilot in various coding scenarios, demonstrating a cutting-edge approach to software development.",https://www.coursera.org/learn/github-copilot-the-ai-pair-programmer-for-coding
132,Introduction to Programming,"This course aims to prepare you for problem solving through programming. In this course, you’ll be introduced to the C Programming Language. You’ll learn about various constructs supported by C Language and use them to write programs which can solve scientific problems. This course covers a wide variety of topics in fundamentals of programming that are designed to give you an overview of what’s to come in the BITS Pilani BSc Computer Science degree program. By the end of the course in the degree program you will be able to write C programs to solve scientific problems, understand the high-level components of a computer and how they are interconnected to execute programs, write programs using various constructs supported by the C language such as assignment, sequencing, conditional and iteration, perform indirect memory level operations of a computer through pointers and dynamic memory allocation, create, edit and delete files on a computer using programs as well as write programs to create large records of data and implement operations such as searching, sorting etc.

Here you can experience the first half of the course very similarly to how you would were you enrolled in the degree program.",https://www.coursera.org/learn/programming-introduction
133,Introduction to Data Analytics on Google Cloud ,"In this beginner-level course, you will learn about the Data Analytics workflow on Google Cloud and the tools you can use to explore, analyze, and visualize data and share your findings with stakeholders. Using a case study along with hands-on labs, lectures, and quizzes/demos, the course will demonstrate how to go from raw datasets to clean data to impactful visualizations and dashboards. Whether you already work with data and want to learn how to be successful on Google Cloud, or you’re looking to progress in your career, this course will help you get started. Almost anyone who performs or uses data analysis in their work can benefit from this course.",https://www.coursera.org/learn/introduction-to-data-analytics-on-google-cloud
134,Learn to code with AI,"Imagine waking up tomorrow as a web developer. What would you want to build? With AI tools like ChatGPT, you're already a developer, regardless of your experience, if you know how to work with them.

So in this course, you'll build functional, interactive front-end projects while learning how to write effective prompts and debug and refine your code with the help of AI.

No coding experience needed! We'll focus on helping you prototype and build projects with AI's assistance, turning you from a non-coder into a capable problem solver.

By the end of this course, you'll have a collection of mini-projects, newly acquired skills, and a solid foundation to keep building with AI.

You'll work on various projects using HTML, CSS, and JavaScript. Let's do this!",https://www.coursera.org/learn/learn-to-code-with-ai
135,Introduction to Technology-Assisted Decision-Making,"Technology-assisted decision-making is increasingly important to modern businesses in a wide variety of fields, including finance, healthcare, marketing, and logistics, among others.  It introduces speed and efficiency because substantial amounts of data can be processed efficiently to enable faster, objective, contextual decisions.

This online course will introduce you to the fundamental concepts of technology-assisted decision-making and its diverse applications in resource allocation, production planning, transportation, scheduling, and network optimisation. 
 
You will learn to formulate optimisation problems as mathematical models and apply diverse techniques for their resolution using specialised software. 

You'll learn to apply powerful techniques such as linear programming and optimisation algorithms on graphs, gaining practical skills for real-world problem-solving. 

By the end of the course, you'll be well-prepared to apply these skills across diverse fields and embark on future studies or careers in data-driven decision-making. 

Click Start, a nationwide training programme designed to help young people develop digital skills, offers this course. Click Start offers scholarships giving free access to young people in the UK. Follow the link in the Click Start icon on the top, to check if you are eligible for free access!",https://www.coursera.org/learn/introduction-to-technology-assisted-decision-making
136,Creative Programming for Digital Media & Mobile Apps,"This course is for anyone who would like to apply their technical skills to creative work ranging from video games to art installations to interactive music, and also for artists who would like to use programming in their artistic practice.  This course will teach you how to develop and apply programming skills to creative work. This is an important skill within the development of creative mobile applications, digital music and video games. It will teach the technical skills needed to write software that make use of images, audio and graphics, and will concentrate on the application of these skills to creative projects. Additional resources will be provided for students with no programming background. 

At the end of this course, you will be able to:

* Write creative, audiovisual programs in the Processing environment that run on desktop and mobile 
* Programatically manipulate sound in creative ways 
* Display images and image sequences
* Generate interactive, algorithmic graphics
* Work with a 2D physics engine to create a basic game",https://www.coursera.org/learn/digitalmedia
137,Working with Data in Android,"Learn how to work with web technologies and persistent data on Android applications even after you close or restart an app. There is a focus on web communication and developer tools and you will discover how Kotlin applications communicate over the web. You’ll learn how data formats and web protocols work in relation to Kotlin apps. Furthermore, you will practice applying asynchronous programming techniques using Kotlin.  Learn the core functionality and uses of the SQLite database management system (DBMS). Learn about web clients and databases by adding connections from your app to other languages to access custom-built web application programming interfaces (APIs) and database management systems.

To complete this course, it is recommended that you have an advanced understanding of Kotlin programming, along with a functional knowledge of operating Android Studio to complete this course.

By the end of this course, you will be able to:

• Identify some of the most useful tools and packages available to a Kotlin developer 

• Apply Kotlin coroutines in Android applications 

• Apply the general principles of using Room 

• Integrate code from other languages into Kotlin

• Build a data driven Android app",https://www.coursera.org/learn/working-with-data-in-android
138,Capstone (React App),"This course enables you to demonstrate multiple skills from this program by solving an authentic real-world problem. Each module includes a brief recap of, and links to, content that you have covered in previous courses in this program. The course Capstone project will test your knowledge and understanding in mobile development using React Native.  To complete this course, you will need React Native experience.  

During this course, you will be guided through the process of building an app, combining all the skills and technologies you've learned throughout this program to solve the problem at hand. 

By the end of this course, you will be able to demonstrate the following skills:
 - Set up a development environment for working on a React Native project
 - Set up a remote GitHub repository to which you can commit local project changes
 - Apply UX and UI principles to guide creation of a wireframe and prototype for your app
 - Develop screens for a React Native app featuring various components and interactive elements
 - Design an onboarding process for welcoming new users to your app
 - Set up a navigation flow to enable users to move between screens in your app
 - Fetch data from a remote server and store it in a database, and then render it in your app
 - Implement data filtering functionality to enable users to customize information
 - Evaluate the work of your peers and provide informed and constructive feedback

On completion of the Capstone project, you’ll have a job-ready portfolio that you can show to recruiters, demonstrate during interviews and impress potential employers.",https://www.coursera.org/learn/capstone-react-app
139,Blockchain in Financial Services: Strategic Action Plan,"In this fourth and final course of the specialization, you will synthesize your learning into a Strategic Action Plan. The goals of this course are twofold: One, it’s for you to identify a specific need or problem within the financial services industry that can potentially be solved using blockchain technology. Two, it’s for you to investigate possible solutions to this problem, and to develop a strategic plan for how these solutions might be executed. You will accomplish different project milestones each week, and will be introduced to several tools to organize your findings. Throughout this process, you will hear from real-world practitioners who have hands-on experience in the blockchain ecosystem. Additionally, by participating in this course you will gain access to our Blockchain Case Commons—a crowdsourced collection of blockchain applications and use-cases spanning multiple industries. As an outcome of this course, you will walk away with a consolidated, peer-reviewed Strategic Action Plan, which you can use to pitch your idea to your organization and/or potential investors.",https://www.coursera.org/learn/blockchain-strategic-action-plan
